payment_id,order_id,status,currency,gross_amount,fee_amount,tax_amount,captured_at_utc,settlement_id
pay_DEMO_0025,order_DEMO_0025,CAPTURED,INR,4999.00,99.98,18.00,2026-03-01T23:35:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0026,order_DEMO_0026,CAPTURED,INR,1250.00,25.00,4.50,2026-03-02T00:10:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0027,order_DEMO_0027,CAPTURED,INR,14500.00,290.00,52.20,2026-03-02T00:45:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0028,order_DEMO_0028,CAPTURED,INR,9999.00,199.98,36.00,2026-03-02T01:20:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0029,order_DEMO_0029,CAPTURED,INR,14500.00,290.00,52.20,2026-03-02T01:55:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0030,order_DEMO_0030,CAPTURED,INR,4999.00,99.98,18.00,2026-03-02T02:30:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0031,order_DEMO_0031,CAPTURED,INR,2499.00,49.98,9.00,2026-03-02T03:05:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0032,order_DEMO_0032,CAPTURED,INR,1250.00,25.00,4.50,2026-03-02T03:40:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0033,order_DEMO_0033,CAPTURED,INR,3499.00,69.98,12.60,2026-03-02T04:15:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0034,order_DEMO_0034,CAPTURED,INR,7500.00,150.00,27.00,2026-03-02T04:50:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0035,order_DEMO_0035,CAPTURED,INR,1499.00,29.98,5.40,2026-03-02T05:25:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0036,order_DEMO_0036,CAPTURED,INR,24999.00,499.98,90.00,2026-03-02T06:00:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0037,order_DEMO_0037,CAPTURED,INR,499.00,9.98,1.80,2026-03-02T06:35:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0038,order_DEMO_0038,CAPTURED,INR,24999.00,499.98,90.00,2026-03-02T07:10:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0039,order_DEMO_0039,CAPTURED,INR,24999.00,499.98,90.00,2026-03-02T07:45:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0040,order_DEMO_0040,CAPTURED,INR,999.00,19.98,3.60,2026-03-02T08:20:00Z,stl_DEMO_SETTLE_02
pay_DEMO_0041,order_DEMO_0041,CAPTURED,INR,14500.00,290.00,52.20,2026-03-02T08:55:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0042,order_DEMO_0042,CAPTURED,INR,2499.00,49.98,9.00,2026-03-02T09:30:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0043,order_DEMO_0043,CAPTURED,INR,1999.00,39.98,7.20,2026-03-02T10:05:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0044,order_DEMO_0044,CAPTURED,INR,1499.00,29.98,5.40,2026-03-02T10:40:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0045,order_DEMO_0045,CAPTURED,INR,999.00,19.98,3.60,2026-03-02T11:15:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0046,order_DEMO_0046,CAPTURED,INR,1250.00,25.00,4.50,2026-03-02T11:50:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0047,order_DEMO_0047,CAPTURED,INR,24999.00,499.98,90.00,2026-03-02T12:25:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0048,order_DEMO_0048,CAPTURED,INR,1999.00,39.98,7.20,2026-03-02T13:00:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0049,order_DEMO_0049,CAPTURED,INR,799.00,15.98,2.88,2026-03-02T13:35:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0050,order_DEMO_0050,CAPTURED,INR,799.00,15.98,2.88,2026-03-02T14:10:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0051,order_DEMO_0051,CAPTURED,INR,2499.00,49.98,9.00,2026-03-02T14:45:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0052,order_DEMO_0052,CAPTURED,INR,799.00,15.98,2.88,2026-03-02T15:20:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0053,order_DEMO_0053,CAPTURED,INR,1999.00,39.98,7.20,2026-03-02T15:55:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0054,order_DEMO_0054,CAPTURED,INR,1999.00,39.98,7.20,2026-03-02T16:30:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0055,order_DEMO_0055,CAPTURED,INR,7500.00,150.00,27.00,2026-03-02T17:05:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0056,order_DEMO_0056,CAPTURED,INR,1499.00,29.98,5.40,2026-03-02T17:40:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0057,order_DEMO_0057,CAPTURED,INR,24999.00,499.98,90.00,2026-03-02T18:15:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0058,order_DEMO_0058,CAPTURED,INR,499.00,9.98,1.80,2026-03-02T18:50:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0059,order_DEMO_0059,CAPTURED,INR,14500.00,290.00,52.20,2026-03-02T19:25:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0060,order_DEMO_0060,CAPTURED,INR,3499.00,69.98,12.60,2026-03-02T20:00:00Z,stl_DEMO_SETTLE_03
pay_DEMO_0061,order_DEMO_0061,CAPTURED,INR,4999.00,99.98,18.00,2026-03-02T20:35:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0062,order_DEMO_0062,CAPTURED,INR,799.00,15.98,2.88,2026-03-02T21:10:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0063,order_DEMO_0063,CAPTURED,INR,2499.00,49.98,9.00,2026-03-02T21:45:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0064,order_DEMO_0064,CAPTURED,INR,799.00,15.98,2.88,2026-03-02T22:20:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0065,order_DEMO_0065,CAPTURED,INR,4999.00,99.98,18.00,2026-03-02T22:55:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0066,order_DEMO_0066,CAPTURED,INR,1499.00,29.98,5.40,2026-03-02T23:30:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0067,order_DEMO_0067,CAPTURED,INR,9999.00,199.98,36.00,2026-03-03T00:05:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0068,order_DEMO_0068,CAPTURED,INR,7500.00,150.00,27.00,2026-03-03T00:40:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0069,order_DEMO_0069,CAPTURED,INR,1999.00,39.98,7.20,2026-03-03T01:15:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0070,order_DEMO_0070,CAPTURED,INR,7500.00,150.00,27.00,2026-03-03T01:50:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0071,order_DEMO_0071,CAPTURED,INR,1250.00,25.00,4.50,2026-03-03T02:25:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0072,order_DEMO_0072,CAPTURED,INR,14500.00,290.00,52.20,2026-03-03T03:00:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0073,order_DEMO_0073,CAPTURED,INR,799.00,15.98,2.88,2026-03-03T03:35:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0074,order_DEMO_0074,CAPTURED,INR,499.00,9.98,1.80,2026-03-03T04:10:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0075,order_DEMO_0075,CAPTURED,INR,9999.00,199.98,36.00,2026-03-03T04:45:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0076,order_DEMO_0076,CAPTURED,INR,1250.00,25.00,4.50,2026-03-03T05:20:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0077,order_DEMO_0077,CAPTURED,INR,24999.00,499.98,90.00,2026-03-03T05:55:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0078,order_DEMO_0078,CAPTURED,INR,1499.00,29.98,5.40,2026-03-03T06:30:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0079,order_DEMO_0079,CAPTURED,INR,799.00,15.98,2.88,2026-03-03T07:05:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0080,order_DEMO_0080,CAPTURED,INR,1250.00,25.00,4.50,2026-03-03T07:40:00Z,stl_DEMO_SETTLE_04
pay_DEMO_0081,order_DEMO_0081,CAPTURED,INR,799.00,15.98,2.88,2026-03-03T08:15:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0082,order_DEMO_0082,CAPTURED,INR,2499.00,49.98,9.00,2026-03-03T08:50:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0083,order_DEMO_0083,CAPTURED,INR,1499.00,29.98,5.40,2026-03-03T09:25:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0084,order_DEMO_0084,CAPTURED,INR,3499.00,69.98,12.60,2026-03-03T10:00:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0085,order_DEMO_0085,CAPTURED,INR,9999.00,199.98,36.00,2026-03-03T10:35:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0086,order_DEMO_0086,CAPTURED,INR,1999.00,39.98,7.20,2026-03-03T11:10:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0087,order_DEMO_0087,CAPTURED,INR,999.00,19.98,3.60,2026-03-03T11:45:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0088,order_DEMO_0088,CAPTURED,INR,1999.00,39.98,7.20,2026-03-03T12:20:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0089,order_DEMO_0089,CAPTURED,INR,1999.00,39.98,7.20,2026-03-03T12:55:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0090,order_DEMO_0090,CAPTURED,INR,1250.00,25.00,4.50,2026-03-03T13:30:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0091,order_DEMO_0091,CAPTURED,INR,9999.00,199.98,36.00,2026-03-03T14:05:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0092,order_DEMO_0092,CAPTURED,INR,1499.00,29.98,5.40,2026-03-03T14:40:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0093,order_DEMO_0093,CAPTURED,INR,14500.00,290.00,52.20,2026-03-03T15:15:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0094,order_DEMO_0094,CAPTURED,INR,9999.00,199.98,36.00,2026-03-03T15:50:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0095,order_DEMO_0095,CAPTURED,INR,9999.00,199.98,36.00,2026-03-03T16:25:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0096,order_DEMO_0096,CAPTURED,INR,799.00,15.98,2.88,2026-03-03T17:00:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0097,order_DEMO_0097,CAPTURED,INR,7500.00,150.00,27.00,2026-03-03T17:35:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0098,order_DEMO_0098,CAPTURED,INR,9999.00,199.98,36.00,2026-03-03T18:10:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0099,order_DEMO_0099,CAPTURED,INR,999.00,19.98,3.60,2026-03-03T18:45:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0100,order_DEMO_0100,CAPTURED,INR,4999.00,99.98,18.00,2026-03-03T19:20:00Z,stl_DEMO_SETTLE_05
pay_DEMO_0101,order_DEMO_0101,CAPTURED,INR,14500.00,290.00,52.20,2026-03-03T19:55:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0102,order_DEMO_0102,CAPTURED,INR,1250.00,25.00,4.50,2026-03-03T20:30:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0103,order_DEMO_0103,CAPTURED,INR,999.00,19.98,3.60,2026-03-03T21:05:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0104,order_DEMO_0104,CAPTURED,INR,3499.00,69.98,12.60,2026-03-03T21:40:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0105,order_DEMO_0105,CAPTURED,INR,2499.00,49.98,9.00,2026-03-03T22:15:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0106,order_DEMO_0106,CAPTURED,INR,1499.00,29.98,5.40,2026-03-03T22:50:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0107,order_DEMO_0107,CAPTURED,INR,9999.00,199.98,36.00,2026-03-03T23:25:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0108,order_DEMO_0108,CAPTURED,INR,14500.00,290.00,52.20,2026-03-04T00:00:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0109,order_DEMO_0109,CAPTURED,INR,4999.00,99.98,18.00,2026-03-04T00:35:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0110,order_DEMO_0110,CAPTURED,INR,1250.00,25.00,4.50,2026-03-04T01:10:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0111,order_DEMO_0111,CAPTURED,INR,9999.00,199.98,36.00,2026-03-04T01:45:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0112,order_DEMO_0112,CAPTURED,INR,1999.00,39.98,7.20,2026-03-04T02:20:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0113,order_DEMO_0113,CAPTURED,INR,24999.00,499.98,90.00,2026-03-04T02:55:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0114,order_DEMO_0114,CAPTURED,INR,24999.00,499.98,90.00,2026-03-04T03:30:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0115,order_DEMO_0115,CAPTURED,INR,499.00,9.98,1.80,2026-03-04T04:05:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0116,order_DEMO_0116,CAPTURED,INR,1250.00,25.00,4.50,2026-03-04T04:40:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0117,order_DEMO_0117,CAPTURED,INR,499.00,9.98,1.80,2026-03-04T05:15:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0118,order_DEMO_0118,CAPTURED,INR,24999.00,499.98,90.00,2026-03-04T05:50:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0119,order_DEMO_0119,CAPTURED,INR,1999.00,39.98,7.20,2026-03-04T06:25:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0120,order_DEMO_0120,CAPTURED,INR,2499.00,49.98,9.00,2026-03-04T07:00:00Z,stl_DEMO_SETTLE_06
pay_DEMO_0121,order_DEMO_0121,CAPTURED,INR,1499.00,29.98,5.40,2026-03-04T07:35:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0122,order_DEMO_0122,CAPTURED,INR,799.00,15.98,2.88,2026-03-04T08:10:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0123,order_DEMO_0123,CAPTURED,INR,1250.00,25.00,4.50,2026-03-04T08:45:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0124,order_DEMO_0124,CAPTURED,INR,7500.00,150.00,27.00,2026-03-04T09:20:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0125,order_DEMO_0125,CAPTURED,INR,14500.00,290.00,52.20,2026-03-04T09:55:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0126,order_DEMO_0126,CAPTURED,INR,1999.00,39.98,7.20,2026-03-04T10:30:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0127,order_DEMO_0127,CAPTURED,INR,1250.00,25.00,4.50,2026-03-04T11:05:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0128,order_DEMO_0128,CAPTURED,INR,9999.00,199.98,36.00,2026-03-04T11:40:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0129,order_DEMO_0129,CAPTURED,INR,3499.00,69.98,12.60,2026-03-04T12:15:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0130,order_DEMO_0130,CAPTURED,INR,2499.00,49.98,9.00,2026-03-04T12:50:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0131,order_DEMO_0131,CAPTURED,INR,9999.00,199.98,36.00,2026-03-04T13:25:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0132,order_DEMO_0132,CAPTURED,INR,3499.00,69.98,12.60,2026-03-04T14:00:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0133,order_DEMO_0133,CAPTURED,INR,999.00,19.98,3.60,2026-03-04T14:35:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0134,order_DEMO_0134,CAPTURED,INR,1499.00,29.98,5.40,2026-03-04T15:10:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0135,order_DEMO_0135,CAPTURED,INR,999.00,19.98,3.60,2026-03-04T15:45:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0136,order_DEMO_0136,CAPTURED,INR,1250.00,25.00,4.50,2026-03-04T16:20:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0137,order_DEMO_0137,CAPTURED,INR,14500.00,290.00,52.20,2026-03-04T16:55:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0138,order_DEMO_0138,CAPTURED,INR,4999.00,99.98,18.00,2026-03-04T17:30:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0139,order_DEMO_0139,CAPTURED,INR,4999.00,99.98,18.00,2026-03-04T18:05:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0140,order_DEMO_0140,CAPTURED,INR,1499.00,29.98,5.40,2026-03-04T18:40:00Z,stl_DEMO_SETTLE_07
pay_DEMO_0141,order_DEMO_0141,CAPTURED,INR,14500.00,290.00,52.20,2026-03-04T19:15:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0142,order_DEMO_0142,CAPTURED,INR,7500.00,150.00,27.00,2026-03-04T19:50:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0143,order_DEMO_0143,CAPTURED,INR,2499.00,49.98,9.00,2026-03-04T20:25:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0144,order_DEMO_0144,CAPTURED,INR,7500.00,150.00,27.00,2026-03-04T21:00:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0145,order_DEMO_0145,CAPTURED,INR,2499.00,49.98,9.00,2026-03-04T21:35:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0146,order_DEMO_0146,CAPTURED,INR,1999.00,39.98,7.20,2026-03-04T22:10:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0147,order_DEMO_0147,CAPTURED,INR,1250.00,25.00,4.50,2026-03-04T22:45:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0148,order_DEMO_0148,CAPTURED,INR,999.00,19.98,3.60,2026-03-04T23:20:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0149,order_DEMO_0149,CAPTURED,INR,4999.00,99.98,18.00,2026-03-04T23:55:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0150,order_DEMO_0150,CAPTURED,INR,3499.00,69.98,12.60,2026-03-05T00:30:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0151,order_DEMO_0151,CAPTURED,INR,799.00,15.98,2.88,2026-03-05T01:05:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0152,order_DEMO_0152,CAPTURED,INR,24999.00,499.98,90.00,2026-03-05T01:40:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0153,order_DEMO_0153,CAPTURED,INR,499.00,9.98,1.80,2026-03-05T02:15:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0154,order_DEMO_0154,CAPTURED,INR,799.00,15.98,2.88,2026-03-05T02:50:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0155,order_DEMO_0155,CAPTURED,INR,999.00,19.98,3.60,2026-03-05T03:25:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0156,order_DEMO_0156,CAPTURED,INR,9999.00,199.98,36.00,2026-03-05T04:00:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0157,order_DEMO_0157,CAPTURED,INR,999.00,19.98,3.60,2026-03-05T04:35:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0158,order_DEMO_0158,CAPTURED,INR,24999.00,499.98,90.00,2026-03-05T05:10:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0159,order_DEMO_0159,CAPTURED,INR,9999.00,199.98,36.00,2026-03-05T05:45:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0160,order_DEMO_0160,CAPTURED,INR,2499.00,49.98,9.00,2026-03-05T06:20:00Z,stl_DEMO_SETTLE_08
pay_DEMO_0161,order_DEMO_0161,CAPTURED,INR,7500.00,150.00,27.00,2026-03-05T06:55:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0162,order_DEMO_0162,CAPTURED,INR,799.00,15.98,2.88,2026-03-05T07:30:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0163,order_DEMO_0163,CAPTURED,INR,2499.00,49.98,9.00,2026-03-05T08:05:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0164,order_DEMO_0164,CAPTURED,INR,2499.00,49.98,9.00,2026-03-05T08:40:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0165,order_DEMO_0165,CAPTURED,INR,7500.00,150.00,27.00,2026-03-05T09:15:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0166,order_DEMO_0166,CAPTURED,INR,3499.00,69.98,12.60,2026-03-05T09:50:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0167,order_DEMO_0167,CAPTURED,INR,4999.00,99.98,18.00,2026-03-05T10:25:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0168,order_DEMO_0168,CAPTURED,INR,1499.00,29.98,5.40,2026-03-05T11:00:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0169,order_DEMO_0169,CAPTURED,INR,4999.00,99.98,18.00,2026-03-05T11:35:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0170,order_DEMO_0170,CAPTURED,INR,499.00,9.98,1.80,2026-03-05T12:10:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0171,order_DEMO_0171,CAPTURED,INR,9999.00,199.98,36.00,2026-03-05T12:45:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0172,order_DEMO_0172,CAPTURED,INR,14500.00,290.00,52.20,2026-03-05T13:20:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0173,order_DEMO_0173,CAPTURED,INR,799.00,15.98,2.88,2026-03-05T13:55:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0174,order_DEMO_0174,CAPTURED,INR,9999.00,199.98,36.00,2026-03-05T14:30:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0175,order_DEMO_0175,CAPTURED,INR,4999.00,99.98,18.00,2026-03-05T15:05:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0176,order_DEMO_0176,CAPTURED,INR,24999.00,499.98,90.00,2026-03-05T15:40:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0177,order_DEMO_0177,CAPTURED,INR,1499.00,29.98,5.40,2026-03-05T16:15:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0178,order_DEMO_0178,CAPTURED,INR,24999.00,499.98,90.00,2026-03-05T16:50:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0179,order_DEMO_0179,CAPTURED,INR,9999.00,199.98,36.00,2026-03-05T17:25:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0180,order_DEMO_0180,CAPTURED,INR,1999.00,39.98,7.20,2026-03-05T18:00:00Z,stl_DEMO_SETTLE_09
pay_DEMO_0181,order_DEMO_0181,CAPTURED,INR,799.00,15.98,2.88,2026-03-05T18:35:00Z,stl_DEMO_SETTLE_10
pay_DEMO_0182,order_DEMO_0182,CAPTURED,INR,1499.00,29.98,5.40,2026-03-05T19:10:00Z,stl_DEMO_SETTLE_10
pay_DEMO_0183,order_DEMO_0183,CAPTURED,INR,2499.00,49.98,9.00,2026-03-05T19:45:00Z,stl_DEMO_SETTLE_10
pay_DEMO_0184,order_DEMO_0184,CAPTURED,INR,999.00,19.98,3.60,2026-03-05T20:20:00Z,stl_DEMO_SETTLE_10
pay_DEMO_0185,order_DEMO_0185,CAPTURED,INR,3499.00,69.98,12.60,2026-03-05T20:55:00Z,stl_DEMO_SETTLE_10
pay_DEMO_0186,order_DEMO_0186,CAPTURED,INR,499.00,9.98,1.80,2026-03-05T21:30:00Z,stl_DEMO_SETTLE_10
