ledger_entry_id,account_code,accounting_date,currency,signed_amount,source_reference,source_type,description,entry_origin
led_PAY_0066,2100-PAYMENTS-CLEARING,2026-03-02,INR,1463.62,pay_DEMO_0066,PAYMENT,Payment captured pay_DEMO_0066,IMPORTED
led_PAY_0067,2100-PAYMENTS-CLEARING,2026-03-03,INR,9763.02,pay_DEMO_0067,PAYMENT,Payment captured pay_DEMO_0067,IMPORTED
led_PAY_0068,2100-PAYMENTS-CLEARING,2026-03-03,INR,7323.00,pay_DEMO_0068,PAYMENT,Payment captured pay_DEMO_0068,IMPORTED
led_PAY_0069,2100-PAYMENTS-CLEARING,2026-03-03,INR,1951.82,pay_DEMO_0069,PAYMENT,Payment captured pay_DEMO_0069,IMPORTED
led_PAY_0070,2100-PAYMENTS-CLEARING,2026-03-03,INR,7323.00,pay_DEMO_0070,PAYMENT,Payment captured pay_DEMO_0070,IMPORTED
led_PAY_0071,2100-PAYMENTS-CLEARING,2026-03-03,INR,1220.50,pay_DEMO_0071,PAYMENT,Payment captured pay_DEMO_0071,IMPORTED
led_PAY_0072,2100-PAYMENTS-CLEARING,2026-03-03,INR,14157.80,pay_DEMO_0072,PAYMENT,Payment captured pay_DEMO_0072,IMPORTED
led_PAY_0073,2100-PAYMENTS-CLEARING,2026-03-03,INR,780.14,pay_DEMO_0073,PAYMENT,Payment captured pay_DEMO_0073,IMPORTED
led_PAY_0074,2100-PAYMENTS-CLEARING,2026-03-03,INR,487.22,pay_DEMO_0074,PAYMENT,Payment captured pay_DEMO_0074,IMPORTED
led_PAY_0075,2100-PAYMENTS-CLEARING,2026-03-03,INR,9763.02,pay_DEMO_0075,PAYMENT,Payment captured pay_DEMO_0075,IMPORTED
led_PAY_0076,2100-PAYMENTS-CLEARING,2026-03-03,INR,1220.50,pay_DEMO_0076,PAYMENT,Payment captured pay_DEMO_0076,IMPORTED
led_PAY_0077,2100-PAYMENTS-CLEARING,2026-03-03,INR,24409.02,pay_DEMO_0077,PAYMENT,Payment captured pay_DEMO_0077,IMPORTED
led_PAY_0078,2100-PAYMENTS-CLEARING,2026-03-03,INR,1463.62,pay_DEMO_0078,PAYMENT,Payment captured pay_DEMO_0078,IMPORTED
led_PAY_0079,2100-PAYMENTS-CLEARING,2026-03-03,INR,780.14,pay_DEMO_0079,PAYMENT,Payment captured pay_DEMO_0079,IMPORTED
led_PAY_0080,2100-PAYMENTS-CLEARING,2026-03-03,INR,1220.50,pay_DEMO_0080,PAYMENT,Payment captured pay_DEMO_0080,IMPORTED
led_PAY_0081,2100-PAYMENTS-CLEARING,2026-03-03,INR,780.14,pay_DEMO_0081,PAYMENT,Payment captured pay_DEMO_0081,IMPORTED
led_PAY_0082,2100-PAYMENTS-CLEARING,2026-03-03,INR,2440.02,pay_DEMO_0082,PAYMENT,Payment captured pay_DEMO_0082,IMPORTED
led_PAY_0083,2100-PAYMENTS-CLEARING,2026-03-03,INR,1463.62,pay_DEMO_0083,PAYMENT,Payment captured pay_DEMO_0083,IMPORTED
led_PAY_0084,2100-PAYMENTS-CLEARING,2026-03-03,INR,3416.42,pay_DEMO_0084,PAYMENT,Payment captured pay_DEMO_0084,IMPORTED
led_PAY_0085,2100-PAYMENTS-CLEARING,2026-03-03,INR,9763.02,pay_DEMO_0085,PAYMENT,Payment captured pay_DEMO_0085,IMPORTED
led_PAY_0086,2100-PAYMENTS-CLEARING,2026-03-03,INR,1951.82,pay_DEMO_0086,PAYMENT,Payment captured pay_DEMO_0086,IMPORTED
led_PAY_0087,2100-PAYMENTS-CLEARING,2026-03-03,INR,975.42,pay_DEMO_0087,PAYMENT,Payment captured pay_DEMO_0087,IMPORTED
led_PAY_0088,2100-PAYMENTS-CLEARING,2026-03-03,INR,1951.82,pay_DEMO_0088,PAYMENT,Payment captured pay_DEMO_0088,IMPORTED
led_PAY_0089,2100-PAYMENTS-CLEARING,2026-03-03,INR,1951.82,pay_DEMO_0089,PAYMENT,Payment captured pay_DEMO_0089,IMPORTED
led_PAY_0090,2100-PAYMENTS-CLEARING,2026-03-03,INR,1220.50,pay_DEMO_0090,PAYMENT,Payment captured pay_DEMO_0090,IMPORTED
led_PAY_0091,2100-PAYMENTS-CLEARING,2026-03-03,INR,9763.02,pay_DEMO_0091,PAYMENT,Payment captured pay_DEMO_0091,IMPORTED
led_PAY_0092,2100-PAYMENTS-CLEARING,2026-03-03,INR,1463.62,pay_DEMO_0092,PAYMENT,Payment captured pay_DEMO_0092,IMPORTED
led_PAY_0093,2100-PAYMENTS-CLEARING,2026-03-03,INR,14157.80,pay_DEMO_0093,PAYMENT,Payment captured pay_DEMO_0093,IMPORTED
led_PAY_0094,2100-PAYMENTS-CLEARING,2026-03-03,INR,9763.02,pay_DEMO_0094,PAYMENT,Payment captured pay_DEMO_0094,IMPORTED
led_PAY_0095,2100-PAYMENTS-CLEARING,2026-03-03,INR,9763.02,pay_DEMO_0095,PAYMENT,Payment captured pay_DEMO_0095,IMPORTED
led_PAY_0096,2100-PAYMENTS-CLEARING,2026-03-03,INR,780.14,pay_DEMO_0096,PAYMENT,Payment captured pay_DEMO_0096,IMPORTED
led_PAY_0097,2100-PAYMENTS-CLEARING,2026-03-03,INR,7323.00,pay_DEMO_0097,PAYMENT,Payment captured pay_DEMO_0097,IMPORTED
led_PAY_0098,2100-PAYMENTS-CLEARING,2026-03-03,INR,9763.02,pay_DEMO_0098,PAYMENT,Payment captured pay_DEMO_0098,IMPORTED
led_PAY_0099,2100-PAYMENTS-CLEARING,2026-03-03,INR,975.42,pay_DEMO_0099,PAYMENT,Payment captured pay_DEMO_0099,IMPORTED
led_PAY_0100,2100-PAYMENTS-CLEARING,2026-03-03,INR,4881.02,pay_DEMO_0100,PAYMENT,Payment captured pay_DEMO_0100,IMPORTED
led_PAY_0101,2100-PAYMENTS-CLEARING,2026-03-03,INR,14157.80,pay_DEMO_0101,PAYMENT,Payment captured pay_DEMO_0101,IMPORTED
led_PAY_0102,2100-PAYMENTS-CLEARING,2026-03-03,INR,1220.50,pay_DEMO_0102,PAYMENT,Payment captured pay_DEMO_0102,IMPORTED
led_PAY_0103,2100-PAYMENTS-CLEARING,2026-03-03,INR,975.42,pay_DEMO_0103,PAYMENT,Payment captured pay_DEMO_0103,IMPORTED
led_PAY_0104,2100-PAYMENTS-CLEARING,2026-03-03,INR,3416.42,pay_DEMO_0104,PAYMENT,Payment captured pay_DEMO_0104,IMPORTED
led_PAY_0105,2100-PAYMENTS-CLEARING,2026-03-03,INR,2440.02,pay_DEMO_0105,PAYMENT,Payment captured pay_DEMO_0105,IMPORTED
led_PAY_0106,2100-PAYMENTS-CLEARING,2026-03-03,INR,1463.62,pay_DEMO_0106,PAYMENT,Payment captured pay_DEMO_0106,IMPORTED
led_PAY_0107,2100-PAYMENTS-CLEARING,2026-03-03,INR,9763.02,pay_DEMO_0107,PAYMENT,Payment captured pay_DEMO_0107,IMPORTED
led_PAY_0108,2100-PAYMENTS-CLEARING,2026-03-04,INR,14157.80,pay_DEMO_0108,PAYMENT,Payment captured pay_DEMO_0108,IMPORTED
led_PAY_0109,2100-PAYMENTS-CLEARING,2026-03-04,INR,4881.02,pay_DEMO_0109,PAYMENT,Payment captured pay_DEMO_0109,IMPORTED
led_PAY_0110,2100-PAYMENTS-CLEARING,2026-03-04,INR,1220.50,pay_DEMO_0110,PAYMENT,Payment captured pay_DEMO_0110,IMPORTED
led_PAY_0111,2100-PAYMENTS-CLEARING,2026-03-04,INR,9763.02,pay_DEMO_0111,PAYMENT,Payment captured pay_DEMO_0111,IMPORTED
led_PAY_0112,2100-PAYMENTS-CLEARING,2026-03-04,INR,1951.82,pay_DEMO_0112,PAYMENT,Payment captured pay_DEMO_0112,IMPORTED
led_PAY_0113,2100-PAYMENTS-CLEARING,2026-03-04,INR,24409.02,pay_DEMO_0113,PAYMENT,Payment captured pay_DEMO_0113,IMPORTED
led_PAY_0114,2100-PAYMENTS-CLEARING,2026-03-04,INR,24409.02,pay_DEMO_0114,PAYMENT,Payment captured pay_DEMO_0114,IMPORTED
led_PAY_0115,2100-PAYMENTS-CLEARING,2026-03-04,INR,487.22,pay_DEMO_0115,PAYMENT,Payment captured pay_DEMO_0115,IMPORTED
led_PAY_0116,2100-PAYMENTS-CLEARING,2026-03-04,INR,1220.50,pay_DEMO_0116,PAYMENT,Payment captured pay_DEMO_0116,IMPORTED
led_PAY_0117,2100-PAYMENTS-CLEARING,2026-03-04,INR,487.22,pay_DEMO_0117,PAYMENT,Payment captured pay_DEMO_0117,IMPORTED
led_PAY_0118,2100-PAYMENTS-CLEARING,2026-03-04,INR,24409.02,pay_DEMO_0118,PAYMENT,Payment captured pay_DEMO_0118,IMPORTED
led_PAY_0119,2100-PAYMENTS-CLEARING,2026-03-04,INR,1951.82,pay_DEMO_0119,PAYMENT,Payment captured pay_DEMO_0119,IMPORTED
led_PAY_0120,2100-PAYMENTS-CLEARING,2026-03-04,INR,2440.02,pay_DEMO_0120,PAYMENT,Payment captured pay_DEMO_0120,IMPORTED
led_PAY_0121,2100-PAYMENTS-CLEARING,2026-03-04,INR,1463.62,pay_DEMO_0121,PAYMENT,Payment captured pay_DEMO_0121,IMPORTED
led_PAY_0122,2100-PAYMENTS-CLEARING,2026-03-04,INR,780.14,pay_DEMO_0122,PAYMENT,Payment captured pay_DEMO_0122,IMPORTED
led_PAY_0123,2100-PAYMENTS-CLEARING,2026-03-04,INR,1220.50,pay_DEMO_0123,PAYMENT,Payment captured pay_DEMO_0123,IMPORTED
led_PAY_0124,2100-PAYMENTS-CLEARING,2026-03-04,INR,7323.00,pay_DEMO_0124,PAYMENT,Payment captured pay_DEMO_0124,IMPORTED
led_PAY_0125,2100-PAYMENTS-CLEARING,2026-03-04,INR,14157.80,pay_DEMO_0125,PAYMENT,Payment captured pay_DEMO_0125,IMPORTED
led_PAY_0126,2100-PAYMENTS-CLEARING,2026-03-04,INR,1951.82,pay_DEMO_0126,PAYMENT,Payment captured pay_DEMO_0126,IMPORTED
led_PAY_0127,2100-PAYMENTS-CLEARING,2026-03-04,INR,1220.50,pay_DEMO_0127,PAYMENT,Payment captured pay_DEMO_0127,IMPORTED
led_PAY_0128,2100-PAYMENTS-CLEARING,2026-03-04,INR,9763.02,pay_DEMO_0128,PAYMENT,Payment captured pay_DEMO_0128,IMPORTED
led_PAY_0129,2100-PAYMENTS-CLEARING,2026-03-04,INR,3416.42,pay_DEMO_0129,PAYMENT,Payment captured pay_DEMO_0129,IMPORTED
led_PAY_0130,2100-PAYMENTS-CLEARING,2026-03-04,INR,2440.02,pay_DEMO_0130,PAYMENT,Payment captured pay_DEMO_0130,IMPORTED
led_PAY_0131,2100-PAYMENTS-CLEARING,2026-03-04,INR,9763.02,pay_DEMO_0131,PAYMENT,Payment captured pay_DEMO_0131,IMPORTED
led_PAY_0132,2100-PAYMENTS-CLEARING,2026-03-04,INR,3416.42,pay_DEMO_0132,PAYMENT,Payment captured pay_DEMO_0132,IMPORTED
led_PAY_0133,2100-PAYMENTS-CLEARING,2026-03-04,INR,975.42,pay_DEMO_0133,PAYMENT,Payment captured pay_DEMO_0133,IMPORTED
led_PAY_0134,2100-PAYMENTS-CLEARING,2026-03-04,INR,1463.62,pay_DEMO_0134,PAYMENT,Payment captured pay_DEMO_0134,IMPORTED
led_PAY_0135,2100-PAYMENTS-CLEARING,2026-03-04,INR,975.42,pay_DEMO_0135,PAYMENT,Payment captured pay_DEMO_0135,IMPORTED
led_PAY_0136,2100-PAYMENTS-CLEARING,2026-03-04,INR,1220.50,pay_DEMO_0136,PAYMENT,Payment captured pay_DEMO_0136,IMPORTED
led_PAY_0137,2100-PAYMENTS-CLEARING,2026-03-04,INR,14157.80,pay_DEMO_0137,PAYMENT,Payment captured pay_DEMO_0137,IMPORTED
led_PAY_0138,2100-PAYMENTS-CLEARING,2026-03-04,INR,4881.02,pay_DEMO_0138,PAYMENT,Payment captured pay_DEMO_0138,IMPORTED
led_PAY_0139,2100-PAYMENTS-CLEARING,2026-03-04,INR,4881.02,pay_DEMO_0139,PAYMENT,Payment captured pay_DEMO_0139,IMPORTED
led_PAY_0140,2100-PAYMENTS-CLEARING,2026-03-04,INR,1463.62,pay_DEMO_0140,PAYMENT,Payment captured pay_DEMO_0140,IMPORTED
led_PAY_0141,2100-PAYMENTS-CLEARING,2026-03-04,INR,14157.80,pay_DEMO_0141,PAYMENT,Payment captured pay_DEMO_0141,IMPORTED
led_PAY_0142,2100-PAYMENTS-CLEARING,2026-03-04,INR,7323.00,pay_DEMO_0142,PAYMENT,Payment captured pay_DEMO_0142,IMPORTED
led_PAY_0143,2100-PAYMENTS-CLEARING,2026-03-04,INR,2440.02,pay_DEMO_0143,PAYMENT,Payment captured pay_DEMO_0143,IMPORTED
led_PAY_0144,2100-PAYMENTS-CLEARING,2026-03-04,INR,7323.00,pay_DEMO_0144,PAYMENT,Payment captured pay_DEMO_0144,IMPORTED
led_PAY_0145,2100-PAYMENTS-CLEARING,2026-03-04,INR,2440.02,pay_DEMO_0145,PAYMENT,Payment captured pay_DEMO_0145,IMPORTED
led_PAY_0146,2100-PAYMENTS-CLEARING,2026-03-04,INR,1951.82,pay_DEMO_0146,PAYMENT,Payment captured pay_DEMO_0146,IMPORTED
led_PAY_0147,2100-PAYMENTS-CLEARING,2026-03-04,INR,1220.50,pay_DEMO_0147,PAYMENT,Payment captured pay_DEMO_0147,IMPORTED
led_PAY_0148,2100-PAYMENTS-CLEARING,2026-03-04,INR,975.42,pay_DEMO_0148,PAYMENT,Payment captured pay_DEMO_0148,IMPORTED
led_PAY_0149,2100-PAYMENTS-CLEARING,2026-03-04,INR,4881.02,pay_DEMO_0149,PAYMENT,Payment captured pay_DEMO_0149,IMPORTED
led_PAY_0150,2100-PAYMENTS-CLEARING,2026-03-05,INR,3416.42,pay_DEMO_0150,PAYMENT,Payment captured pay_DEMO_0150,IMPORTED
led_PAY_0151,2100-PAYMENTS-CLEARING,2026-03-05,INR,780.14,pay_DEMO_0151,PAYMENT,Payment captured pay_DEMO_0151,IMPORTED
led_PAY_0152,2100-PAYMENTS-CLEARING,2026-03-05,INR,24409.02,pay_DEMO_0152,PAYMENT,Payment captured pay_DEMO_0152,IMPORTED
led_PAY_0153,2100-PAYMENTS-CLEARING,2026-03-05,INR,487.22,pay_DEMO_0153,PAYMENT,Payment captured pay_DEMO_0153,IMPORTED
led_PAY_0154,2100-PAYMENTS-CLEARING,2026-03-05,INR,780.14,pay_DEMO_0154,PAYMENT,Payment captured pay_DEMO_0154,IMPORTED
led_PAY_0155,2100-PAYMENTS-CLEARING,2026-03-05,INR,975.42,pay_DEMO_0155,PAYMENT,Payment captured pay_DEMO_0155,IMPORTED
led_PAY_0156,2100-PAYMENTS-CLEARING,2026-03-05,INR,9763.02,pay_DEMO_0156,PAYMENT,Payment captured pay_DEMO_0156,IMPORTED
led_PAY_0157,2100-PAYMENTS-CLEARING,2026-03-05,INR,975.42,pay_DEMO_0157,PAYMENT,Payment captured pay_DEMO_0157,IMPORTED
led_PAY_0158,2100-PAYMENTS-CLEARING,2026-03-05,INR,24409.02,pay_DEMO_0158,PAYMENT,Payment captured pay_DEMO_0158,IMPORTED
led_PAY_0159,2100-PAYMENTS-CLEARING,2026-03-05,INR,9763.02,pay_DEMO_0159,PAYMENT,Payment captured pay_DEMO_0159,IMPORTED
led_PAY_0160,2100-PAYMENTS-CLEARING,2026-03-05,INR,2440.02,pay_DEMO_0160,PAYMENT,Payment captured pay_DEMO_0160,IMPORTED
led_PAY_0161,2100-PAYMENTS-CLEARING,2026-03-05,INR,7323.00,pay_DEMO_0161,PAYMENT,Payment captured pay_DEMO_0161,IMPORTED
led_PAY_0162,2100-PAYMENTS-CLEARING,2026-03-05,INR,780.14,pay_DEMO_0162,PAYMENT,Payment captured pay_DEMO_0162,IMPORTED
led_PAY_0163,2100-PAYMENTS-CLEARING,2026-03-05,INR,2440.02,pay_DEMO_0163,PAYMENT,Payment captured pay_DEMO_0163,IMPORTED
led_PAY_0164,2100-PAYMENTS-CLEARING,2026-03-05,INR,2440.02,pay_DEMO_0164,PAYMENT,Payment captured pay_DEMO_0164,IMPORTED
led_PAY_0165,2100-PAYMENTS-CLEARING,2026-03-05,INR,7323.00,pay_DEMO_0165,PAYMENT,Payment captured pay_DEMO_0165,IMPORTED
led_PAY_0166,2100-PAYMENTS-CLEARING,2026-03-05,INR,3416.42,pay_DEMO_0166,PAYMENT,Payment captured pay_DEMO_0166,IMPORTED
led_PAY_0167,2100-PAYMENTS-CLEARING,2026-03-05,INR,4881.02,pay_DEMO_0167,PAYMENT,Payment captured pay_DEMO_0167,IMPORTED
led_PAY_0168,2100-PAYMENTS-CLEARING,2026-03-05,INR,1463.62,pay_DEMO_0168,PAYMENT,Payment captured pay_DEMO_0168,IMPORTED
led_PAY_0169,2100-PAYMENTS-CLEARING,2026-03-05,INR,4881.02,pay_DEMO_0169,PAYMENT,Payment captured pay_DEMO_0169,IMPORTED
led_PAY_0170,2100-PAYMENTS-CLEARING,2026-03-05,INR,487.22,pay_DEMO_0170,PAYMENT,Payment captured pay_DEMO_0170,IMPORTED
